Ticker,Name,GR_name,address,latitude,longitude,Price,Revenue T12M,ISIN,ICB Industry Name,ICB Sector Name,Registered Country Location,Total Water Withdrawal,Tot Wtr Dschgd:Y,Wtr Intens/Sls:Y,Wste Per Sls:Y,Engy Intens/Sls:Y,Energy Intensity per Assets,Wste Sent to Ldflls:Y,Waste Generated per Assets,GHG Scope 3:Y,GHG Scope 2:Y,GHG Scope 1:Y,Tot Wtr Use:Y,Waste Recycl:Y,Total Waste:Y,Energy Consump:Y,Wste Sent to Ldflls:Y
EMC UN Equity,EMC Corp/MA,,"Louisville, Kentucky",38.2542376,-85.759407,26.02,24703000576,US2686481027,Technology,Technology Hardware & Equipment,US,,,51.7480011,0.772099972,44.63579941,,3.804800034,,4527.089844,346.0899963,11.5,1264.719971,2.111799955,18.86899948,1090.900024,3.804800034
MNK UN Equity,Mallinckrodt PLC,,"Louisville, Kentucky",38.2542376,-85.759407,64.26,3672200064,IE00BBGT3753,Health Care,Pharmaceuticals & Biotechnology,IE,,,,,,,,,,,,,,,,
SEE UN Equity,Sealed Air Corp,salesforce,"Louisville, Kentucky",38.2542376,-85.759407,49,7031500032,US81211K1007,Industrials,General Industrials,US,,,,,,,,,,492.8900146,,,,,,
PM UN Equity,Philip Morris International Inc,,"Lowell, Arkansas",36.2553543,-94.1307587,100.58,26793999872,US7181721090,Consumer Goods,Tobacco,US,,,,,81.25980377,,,,5054.839844,341.9490051,,,,,2418.860107,
MTB UN Equity,M&T Bank Corp,,"Madison, New Jersey",40.7598227,-74.417097,107.81,4995881088,US55261F1049,Financials,Banks,US,,,,,,,,,,44.40100098,,,,,,
WU UN Equity,Western Union Co/The,,"Marlborough, Massachusetts",42.3459271,-71.5522874,19.44,5483699968,US9598021098,Financials,Financial Services,US,,,,,2.353699923,,,,,,388.6740112,,,,13.04419994,
ETN UN Equity,Eaton Corp PLC,,"Marlborough, Massachusetts[4]",42.3459271,-71.5522874,59.48,20855000064,IE00B8KQN827,Industrials,General Industrials,IE,,,168.4994965,8.210100174,85.4469986,,20.39999962,,109.4020004,670,248,3800,145.8000031,181,1927,20.39999962
KSS UN Equity,Kohl's Corp,,"Mason, Ohio",39.3600586,-84.309939,43.99,19203999744,US5002551043,Consumer Services,General Retailers,US,,,181.1381073,8.802700043,75.17220306,99.76976209,,11.68310854,8.982999802,767.7180176,43.18099976,3331.310059,136.6909943,163.1159973,1430,
SYK UN Equity,Stryker Corp,,"Mayfield Village, Ohio",41.5584318,-81.4464486,107.95,9946000128,US8636671013,Health Care,Health Care Equipment & Services,US,,,,,17.61580086,,,,,,2304,,,,152.5,
CME UW Equity,CME Group Inc/IL,,"McKinney, Texas",33.1972,-96.6397282,92.22,3326800064,US12572Q1058,Financials,Financial Services,US,,,,,,,,,,,,,,,,
PWR UN Equity,Quanta Services Inc,,"McLean, Virginia",38.922868,-77.17726,21.84,7598005888,US74762E1029,Industrials,Construction & Materials,US,,,,,,,,,,,,,,,,
GT UW Equity,Goodyear Tire & Rubber Co/The,,"Melbourne, Florida",28.0836269,-80.6081089,31.14,16443000064,US3825501014,Consumer Goods,Automobiles & Parts,US,,,,,,,,,,,,,,,,
DGX UN Equity,Quest Diagnostics Inc,,"Melville, New York",40.7934322,-73.4151214,71.98,7492999936,US74834L1008,Health Care,Health Care Equipment & Services,US,,,107.1380997,3.861299992,89.10559845,67.21112142,,2.912549455,43.32899857,187.7700043,,796.5720215,8.421999931,28.70899963,662.5,
GOOGL UW Equity,Alphabet Inc,,"Memphis, Tennessee",35.1490215,-90.0516285,760.12,74989000704,US02079K3059,Technology,Software & Computer Services,US,,,,,66.70870209,34.08113699,,,980.78302,2198.820068,9479.999023,,,,4402.839844,
BF/B UN Equity,Brown-Forman Corp,,"Memphis, Tennessee",35.1490215,-90.0516285,95.55,3102000000,US1156372096,Consumer Goods,Beverages,US,,1820,1178.912842,,274.2846069,,,,4.75,73.80999756,52.20299911,3210.179932,,,746.8770142,
FLS UN Equity,Flowserve Corp,,"Memphis, Tennessee",35.1490215,-90.0516285,42.12,4561030144,US34354P1057,Industrials,Industrial Engineering,US,,,,3.010999918,68.7609024,,3.5,,,,,,10,13.57999992,310.1256104,3.5
AAL UW Equity,American Airlines Group Inc,,"Menlo Park, California",37.4538274,-122.1821871,38.36,40990000128,US02376R1023,Consumer Services,Travel & Leisure,US,,,41.45059967,0.525200009,5668.088867,5592.689416,0.353899986,0.518172371,184,519,0.0612,1767.869995,4.846000195,22.39800072,241744,0.353899986
AN UN Equity,AutoNation Inc,,"Menlo Park, California",37.4538274,-122.1821871,45.12,20862000128,US05329W1027,Consumer Services,General Retailers,US,,,,,,,,,,,,,,,,
RF UN Equity,Regions Financial Corp,,"Menomonee Falls, Wisconsin",43.1789322,-88.1167148,7.6,5674000000,US7591EP1005,Financials,Banks,US,,,,,,,,,,,,,0.103699997,,,
FL UN Equity,Foot Locker Inc,,"Merrillville, Indiana",41.4828144,-87.3328139,62.37,7412000128,US3448491049,Consumer Services,General Retailers,US,,,,,,,,,,,22244.24609,,,,,
XRAY UW Equity,DENTSPLY SIRONA Inc,,"Miami, Florida",25.7742658,-80.1936589,60.2,2674326016,US24906P1093,Health Care,Health Care Equipment & Services,US,,,,,,,,,,,,,,,,
DPS UN Equity,Dr Pepper Snapple Group Inc,,"Miami, Florida",25.7742658,-80.1936589,89.97,6282000128,US26138E1091,Consumer Goods,Beverages,US,,5299.819824,1956.861694,6.043399811,244.3558044,,0.0066,,203.8769989,159.9170074,735.2819824,11735.2998,29.62999916,36.22999954,1464.912964,0.0066
NEE UN Equity,NextEra Energy Inc,,"Miami, Florida",25.7742658,-80.1936589,116.19,17484999936,US65339F1012,Utilities,Electricity,US,,6533920,391880.625,0.1087,12196.87402,,,,,141.4309998,10319.5,6670200,,1.700000048,207603,
ZION UW Equity,Zions Bancorporation,Xylem,"Miami, Florida",25.7742658,-80.1936589,23.3,2210591008,US9897011071,Financials,Banks,US,,,,,,,,,,,4404.399902,,,,,
SNI UW Equity,Scripps Networks Interactive Inc,Royal Caribbean Cruises Ltd.,"Miamisburg, Ohio",39.6428,-84.286608,65.13,3018227008,US8110651010,Consumer Services,Media,US,,,,,,,,,,,,,,,,
TE UN Equity,TECO Energy Inc,Symantec,"Midland, Michigan",43.6155825,-84.2472117,27.47,2743499968,US8723751009,Utilities,Electricity,US,,2039.290039,2375.718018,289.1567993,,,8.454500198,,,,26600,8286.266602,842.2730103,1008.549988,,8.454500198
NBL UN Equity,Noble Energy Inc,,"Midland, Texas",31.9973662,-102.0779482,31.01,4053000000,US6550441058,Oil & Gas,Oil & Gas Producers,US,,,1454.501953,,1087.88916,,,,8.730999947,31.60300064,26039.30078,7214.330078,,,5395.930176,
AAP UN Equity,Advance Auto Parts Inc,,"Milford, Massachusetts",42.139858,-71.516305,155.83,9737018112,US00751Y1064,Consumer Services,General Retailers,US,,,,,,,,,,,23184,,,,,
GGP UN Equity,General Growth Properties Inc,,"Milpitas, California",37.4282724,-121.9066238,28.76,2404081984,US3700231034,Financials,Real Estate Investment Trusts,US,,,4160.818359,58.36980057,483.9938965,,99.69999695,,5,607,,10550,33.5,148,1227.194946,99.69999695
MCHP UW Equity,Microchip Technology Inc,,"Milpitas, California",37.4282724,-121.9066238,47.88,2158893952,US5950171042,Technology,Technology Hardware & Equipment,US,,,,,249.7819977,,,,,143.7579956,5.370999813,,0.932799995,,371.4769897,
NRG UN Equity,NRG Energy Inc,,"Milpitas, California",37.4282724,-121.9066238,12.24,14673999872,US6293775085,Utilities,Electricity,US,13009000,12768000,,0.0074,19198.05273,,,,5.599999905,200,,,0.039000001,0.062700003,161686,
KORS UN Equity,Michael Kors Holdings Ltd,,"Milwaukee, Wisconsin",43.07797955,-87.88181522,53.74,4594419136,VGG607541015,Consumer Goods,Personal Goods,VG,,,,,,,,,,,100.7649994,,,,,
MON UN Equity,Monsanto Co,,"Milwaukee, Wisconsin",43.07797955,-87.88181522,86.1,13684999680,US61166W1018,Consumer Goods,Food Producers,US,723532,19400,70927.27344,10.93260002,507.3735046,347.2221653,25.10000038,7.481751825,533,1240,881.7160034,1063980,118,164,7611.109863,25.10000038
NTAP UW Equity,NetApp Inc,,"Milwaukee, Wisconsin",43.07797955,-87.88181522,25.72,5705699968,US64110D1046,Technology,Technology Hardware & Equipment,US,,,,,,,,,,115.1819992,38.01200104,,,,,
USB UN Equity,US Bancorp,UnitedHealth Group,"Milwaukee, Wisconsin",43.07797955,-87.88181522,39.1,21494000128,US9029733048,Financials,Banks,US,,,,,35.0304985,,,,26.10499954,370.6719971,,,,,777.7470093,
ABT UN Equity,Abbott Laboratories,Abbott,"Minneapolis, Minnesota",44.9772995,-93.2654692,42.61,20404999680,US0028241000,Health Care,Pharmaceuticals & Biotechnology,US,,10069.6543,618.8712158,2.882100105,167.3773041,82.24061048,14.13700008,1.416094338,182.3130035,534,,12681.7002,28.15399933,59.46300125,3390.830078,14.61100006
CHRW UW Equity,CH Robinson Worldwide Inc,,"Minneapolis, Minnesota",44.9772995,-93.2654692,71.85,13476084224,US12541W2098,Industrials,Industrial Transportation,US,,,,,,,,,,,0.623000026,,,,,
KHC UW Equity,Kraft Heinz Co/The,,"Minneapolis, Minnesota",44.9772995,-93.2654692,77.5,27203999744,US5007541064,Consumer Goods,Food Producers,US,,,,,,,,,,,118,,,,,
VIAB UW Equity,Viacom Inc,Verisk Analytics,"Minnetonka, Minnesota",44.921184,-93.468,38.27,13077999872,US92553P2011,Consumer Services,Media,US,,,,,,,,,,,,,,,,
PNC UN Equity,PNC Financial Services Group Inc/The,,"Moline, Illinois",41.5067003,-90.5151342,81.47,16270000128,US6934751057,Financials,Banks,US,,,83.95079803,0.768299997,42.76850128,1.941025331,,0.034868184,156.2030029,296.8930054,511.9760132,1365.880005,,12.5,695.8439941,
HSY UN Equity,Hershey Co/The,,"Monroe, Louisiana",32.5093109,-92.1193012,91.04,7386625920,US4278661081,Consumer Goods,Food Producers,US,,1632.25,2453.215088,5.684500217,,,,,159.8860016,227.7680054,,14917.48145,,42.18899918,,
MHK UN Equity,Mohawk Industries Inc,,"Mooresville, North Carolina",35.570746,-80.8182992,191.78,8071563008,US6081901042,Consumer Goods,Household Goods & Home Construction,US,12859.99966,,1753.688599,349.2341919,1101.906494,1037.791616,152.2290039,328.9138261,394.2680054,1143.504028,285.8999939,13684.81445,613.742981,2725.22998,8598.667969,152.2290039
YUM UN Equity,Yum! Brands Inc,Xilinx Inc,"Morristown, New Jersey",40.7970209,-74.481011,81.27,13105000192,US9884981013,Consumer Services,Travel & Leisure,US,,,,,,,,,,,864,,,,,
ADI UW Equity,Analog Devices Inc,,"Mountain View, California",37.3943302,-122.0757135,58.36,3432534976,US0326541051,Technology,Technology Hardware & Equipment,US,,,417.6651001,0.740800023,,,,,7.888999939,95.15499878,51.80199814,1100,,1.950999975,,
RL UN Equity,Ralph Lauren Corp,PulteGroup,"Mountain View, California",37.3943302,-122.0757135,94.56,7418999936,US7512121010,Consumer Goods,Personal Goods,US,,,,,,,,,,,,,,,,
UTX UN Equity,United Technologies Corp,Union Pacific Railroad,"Mountain View, California",37.3943302,-122.0757135,100.89,58961999872,US9130171096,Industrials,Aerospace & Defense,US,,,111.3445969,2.109999895,,,35.82770157,1.353013085,,,51.80199814,6246.209961,107.0289993,118.3669968,,35.82770157
OXY UN Equity,Occidental Petroleum Corp,,"Murray Hill, New Jersey",40.6953793,-74.4009849,69.38,12480000000,US6745991058,Oil & Gas,Oil & Gas Producers,US,,,,9.248000145,,,,,,5200,12.89299965,,,137,,
SRCL UW Equity,Stericycle Inc,St. Jude Medical,"Nashville, Tennessee",36.1622296,-86.7743531,127.24,2985907968,US8589121081,Industrials,Support Services,US,,,,,,,,,,,,,,,,
YHOO UW Equity,Yahoo! Inc,Xerox,"New Britain, Connecticut",42.2792625,-71.416172,36.17,4968301056,US9843321061,Technology,Software & Computer Services,US,,,,,,,,,,,,,,,,
CRM UN Equity,salesforce.com inc,Rockwell Automation,"New Brunswick, New Jersey",40.4862174,-74.4518173,75.32,6667216000,US79466L3024,Technology,Software & Computer Services,US,,,,,26.10510063,13.15296104,,,58.8429985,71.47899628,,,,,140.2779999,
MA UN Equity,MasterCard Inc,,"New Hyde Park, New York",40.7351019,-73.6879082,93.51,9667000064,US57636Q1040,Financials,Financial Services,US,,,,,,,,,,,2204.278076,,,,,
ADBE UW Equity,Adobe Systems Inc,,"New Orleans, Louisiana",29.9499323,-90.0701156,93.78,5069664896,US00724F1012,Technology,Software & Computer Services,US,,,0.187399998,0.347000003,25.67499924,,,,33.12799835,29.1989994,,0.824999988,,1.439100027,106.4759979,
MMM UN Equity,3M Co,3M,"New York, New York",43.1561681,-75.8449946,167.16,30273999872,US88579Y1010,Industrials,General Industrials,US,,,1282.376343,13.79599953,268.1549988,,114.9639969,,11110,2240,26900,40806.5,227.9640045,439.0010071,8532.959961,114.9639969
A UN Equity,Agilent Technologies Inc,,"New York, New York",43.1561681,-75.8449946,39.47,4040000000,US00846U1016,Industrials,Electronic & Electrical Equipment,US,,,262.3369141,1.616400003,61.08369827,,0.744000018,,97.98899841,96.09999847,8.425000191,1061.939941,4.122000217,6.543000221,247.2669983,0.744000018
GAS UN Equity,AGL Resources Inc,,"New York, New York",43.1561681,-75.8449946,65.24,3940999936,US0012041069,Utilities,"Gas, Water & Multiutilities",US,,,21070.375,,29.1765995,,,,,,,50000,,,69.23600006,
GOOG UW Equity,Alphabet Inc,,"New York, New York",43.1561681,-75.8449946,740.28,74989000704,US02079K1079,Technology,Software & Computer Services,US,,,,,66.70870209,34.08113699,,,980.78302,2198.820068,31.63100052,,,,4402.839844,
MO UN Equity,Altria Group Inc,,"New York, New York",43.1561681,-75.8449946,63.41,18853999616,US02209S1033,Consumer Goods,Tobacco,US,11250.7998,,626.9578247,2.582900047,77.13289642,40.14938432,12.56239986,1.344435085,7.982999802,236.6909943,,11250.75684,33.69609833,46.34939957,1384.150024,12.56239986
ABC UN Equity,AmerisourceBergen Corp,,"New York, New York",43.1561681,-75.8449946,86.66,1.39E+11,US03073E1055,Consumer Services,Food & Drug Retailers,US,,,,,,,,,,,,,,,,
APA UN Equity,Apache Corp,,"New York, New York",43.1561681,-75.8449946,49.19,6554000000,US0374111054,Oil & Gas,Oil & Gas Producers,US,194234,84738,21971.64258,,421.8420105,96.5112954,,,,1400,11.82400036,281259,,,5400,
BXP UN Equity,Boston Properties Inc,,"New York, New York",43.1561681,-75.8449946,126.21,2490821056,US1011211018,Financials,Real Estate Investment Trusts,US,,,,,,,,,,,4831.5,,,,,
AVGO UW Equity,Broadcom Ltd,,"New York, New York",43.1561681,-75.8449946,154.97,6960000128,SG9999014823,Technology,Technology Hardware & Equipment,SG,,,,,,,,,,,,,,,,
CNP UN Equity,CenterPoint Energy Inc,,"New York, New York",43.1561681,-75.8449946,20.73,7386000000,US15189T1079,Utilities,"Gas, Water & Multiutilities",US,,,,,,,,,,,,,,,,
C UN Equity,Citigroup Inc,,"New York, New York",43.1561681,-75.8449946,40.27,88274999296,US1729674242,Financials,Banks,US,,,66.54139709,0.614799976,21.86800003,,38.28900146,,185.3450012,892.8189697,26.88699913,5522.879883,15.12300014,49.98799896,1820,29.04299927
CMS UN Equity,CMS Energy Corp,,"New York, New York",43.1561681,-75.8449946,41.57,6456000000,US1258961002,Utilities,Electricity,US,,,,,,,,,,,,,,,,
BCR UN Equity,CR Bard Inc,,"New York, New York",43.1561681,-75.8449946,203.3,3415999936,US0673831097,Health Care,Health Care Equipment & Services,US,,,274.4663086,2.292000055,72.0861969,,,,,75.73999786,1080.810059,912.2161255,3.905699968,7.6177001,239.5858002,
DVN UN Equity,Devon Energy Corp,,"New York, New York",43.1561681,-75.8449946,27.6,15058000128,US25179M1036,Oil & Gas,Oil & Gas Producers,US,,,,,,,,,,1009.210022,,,,,,
DHI UN Equity,DR Horton Inc,,"New York, New York",43.1561681,-75.8449946,30.25,10937699840,US23331A1097,Consumer Goods,Household Goods & Home Construction,US,,,,,,,,,,,,,,,,
DNB UN Equity,Dun & Bradstreet Corp/The,,"New York, New York",43.1561681,-75.8449946,103.38,1657100000,US26483E1001,Consumer Services,Media,US,,,,,,,,,,,2198,,,,,
ECL UN Equity,Ecolab Inc,,"New York, New York",43.1561681,-75.8449946,110.73,13545100032,US2788651006,Basic Materials,Chemicals,US,,5162.160156,551.755188,5.152100086,158.5379028,,24.24099922,,10331.5,253.9640045,,7879.339844,1.103000045,73.57499695,2264,24.24099922
EIX UN Equity,Edison International,,"New York, New York",43.1561681,-75.8449946,70.2,11524000000,US2810201077,Utilities,Electricity,US,,,,,,,,,17600,1600,,,,,,
EFX UN Equity,Equifax Inc,,"New York, New York",43.1561681,-75.8449946,113.78,2663600000,US2944291051,Financials,Financial Services,US,,,,,,,,,,,,,,,,
ES UN Equity,Eversource Energy,,"New York, New York",43.1561681,-75.8449946,56.8,7954827008,US30040W1080,Utilities,Electricity,US,,,,4.830900192,895.9699097,,30.21820068,,2.339999914,614.9099731,3361.48999,,2.618200064,37.40000153,6936.470215,30.21820068
FISV UW Equity,Fiserv Inc,,"New York, New York",43.1561681,-75.8449946,100.3,5254000000,US3377381088,Industrials,Support Services,US,,,,,,,,,,,82.55400085,,,,,
FLR UN Equity,Fluor Corp,,"New York, New York",43.1561681,-75.8449946,51.04,18114066432,US3434121022,Industrials,Construction & Materials,US,,,,,,,,,35.14199829,54.10599899,89.22499847,,,,,
FTI UN Equity,FMC Technologies Inc,,"New York, New York",43.1561681,-75.8449946,26.8,6362699904,US30249U1016,Oil & Gas,"Oil Equipment, Services & Distribution",US,,,,,,,,,,,,,,,,
FTR UW Equity,Frontier Communications Corp,,"New York, New York",43.1561681,-75.8449946,5.34,5576000000,US35906A1088,Telecommunications,Fixed Line Telecommunications,US,,,,,,,,,,,,,,,,
GIS UN Equity,General Mills Inc,,"New York, New York",43.1561681,-75.8449946,63.12,16934000128,US3703341046,Consumer Goods,Food Producers,US,,,871.0411987,10.38549995,163.260498,,,,,681,,15800,,193,2894.47998,
HRS UN Equity,Harris Corp,,"New York, New York",43.1561681,-75.8449946,76.33,6375500032,US4138751056,Technology,Technology Hardware & Equipment,US,,,,,,,,,,,,,,,,
HP UN Equity,Helmerich & Payne Inc,,"New York, New York",43.1561681,-75.8449946,56.17,2596703072,US4234521015,Oil & Gas,"Oil Equipment, Services & Distribution",US,,,,,,,,,,,,,,,,
KMI UN Equity,Kinder Morgan Inc/DE,,"New York, New York",43.1561681,-75.8449946,17.53,14403000064,US49456B1017,Oil & Gas,"Oil Equipment, Services & Distribution",US,,,,,,,,,,,17.05400085,,,,,
KLAC UW Equity,KLA-Tencor Corp,,"New York, New York",43.1561681,-75.8449946,72.11,2847680000,US4824801009,Technology,Technology Hardware & Equipment,US,,,,,,,,,,,,,,,,
KR UN Equity,Kroger Co/The,,"New York, New York",43.1561681,-75.8449946,38.17,1.10E+11,US5010441013,Consumer Services,Food & Drug Retailers,US,,,,,64.53690338,229.5307735,,,331.07901,4807.119629,,,,,7000,
MMC UN Equity,Marsh & McLennan Cos Inc,,"New York, New York",43.1561681,-75.8449946,60.17,12892999936,US5717481023,Financials,Nonlife Insurance,US,,,,,,,,,,,,,,,,
MSI UN Equity,Motorola Solutions Inc,,"New York, New York",43.1561681,-75.8449946,74.99,5695000064,US6200763075,Technology,Technology Hardware & Equipment,US,,,119.197403,0.827799976,52.20199966,,1.495499969,,77.06400299,162.4230042,,650,2.466399908,3.97300005,272,1.117599964
MUR UN Equity,Murphy Oil Corp,,"New York, New York",43.1561681,-75.8449946,24.44,2791454016,US6267171022,Oil & Gas,Oil & Gas Producers,US,,,,,,,,,,,67,,,,,
NWS UW Equity,News Corp,,"New York, New York",43.1561681,-75.8449946,12.99,8377999872,US65249B2088,Consumer Services,Media,US,,,,,,,,,,,,,,,,
PCLN UW Equity,Priceline Group Inc/The,,"New York, New York",43.1561681,-75.8449946,1276.5,9223987072,US7415034039,Consumer Services,Travel & Leisure,US,,,,,,,,,,,,,,,,
RHT UN Equity,Red Hat Inc,,"New York, New York",43.1561681,-75.8449946,73.62,2052231008,US7565771026,Technology,Software & Computer Services,US,,,,,,,,,,,,,,,,
RAI UN Equity,Reynolds American Inc,Raytheon Company,"New York, New York",43.1561681,-75.8449946,50.83,10675000064,US7617131062,Consumer Goods,Tobacco,US,,1427.680054,227.8408966,2.710299969,104.3840027,,10.50959969,,,,2.959000111,1930.040039,12.20919991,22.95859909,884.2369995,10.50959969
SLG UN Equity,SL Green Realty Corp,Sealed Air Corporation,"New York, New York",43.1561681,-75.8449946,95.65,1662828992,US78440X1019,Financials,Real Estate Investment Trusts,US,,,1432.448486,6.769100189,358.7875061,,1.949000001,,58.12599945,123.1829987,31.26799965,1756.099976,7.251699924,9.668999672,623.6170044,2.127199888
SO UN Equity,Southern Co/The,Sherwin-Williams,"New York, New York",43.1561681,-75.8449946,50.67,17527000064,US8425871071,Utilities,Electricity,US,,,,,,,8886.040039,,,,3774.969971,,1660,,,8886.040039
SPLS UW Equity,Staples Inc,,"New York, New York",43.1561681,-75.8449946,10.93,21059999744,US8550301027,Consumer Services,General Retailers,US,,,38.94979858,5.363900185,58.27560043,127.1570034,30.25460052,11.70406054,,342.5599976,,876.0598755,49.48180008,120.6455002,1310.734375,30.25460052
TGT UN Equity,Target Corp,,"New York, New York",43.1561681,-75.8449946,81.57,73784998912,US87612E1064,Consumer Services,General Retailers,US,,,166.8164063,,84.15429688,148.4290001,,,,3174.027832,684.5349731,12113.87012,,,6111.118652,
TJX UN Equity,TJX Cos Inc/The,Texas Instruments,"New York, New York",43.1561681,-75.8449946,76.19,30944937472,US8725401090,Consumer Services,General Retailers,US,,,,,,,,,,,,,,,,
FOX UW Equity,Twenty-First Century Fox Inc,"Total System Services, Inc. ","New York, New York",43.1561681,-75.8449946,28.82,26497000448,US90130A2006,Consumer Services,Media,US,,,,,,,,,,473.6530151,,,,,,
VRTX UW Equity,Vertex Pharmaceuticals Inc,Ventas,"New York, New York",43.1561681,-75.8449946,86.3,1032336000,US92532F1003,Health Care,Pharmaceuticals & Biotechnology,US,,,,,,,,,,,,,,,,
WBA UW Equity,Walgreens Boots Alliance Inc,,"New York, New York",43.1561681,-75.8449946,81.3,1.17E+11,US9314271084,Consumer Services,Food & Drug Retailers,US,,,,,,,,,,,12.06499958,,,,,
WDC UW Equity,Western Digital Corp,,"New York, New York",43.1561681,-75.8449946,43.25,13418000128,US9581021055,Technology,Technology Hardware & Equipment,US,,,,,,,,,45.58649826,1037.089966,,,,,,
XYL UN Equity,Xylem Inc/NY,Xcel Energy,"New York, New York",43.1561681,-75.8449946,40.89,3653000000,US98419M1009,Industrials,Industrial Engineering,US,401.2000122,,104.7497025,15.67210007,110.3366013,89.40161451,5.105999947,12.69853127,,42.98400116,,410.2000122,30.68600082,61.37200165,432.0780029,5.105999947
ZBH UN Equity,Zimmer Biomet Holdings Inc,XL Axiata ,"New York, New York",43.1561681,-75.8449946,108.15,5997800064,US98956P1021,Health Care,Health Care Equipment & Services,US,,,,,,,,,,,110.310997,,,,,
BEN UN Equity,Franklin Resources Inc,,"Newark, Delaware",39.6852191,-75.7508289,37.2,7642399872,US3546131018,Financials,Financial Services,US,,,,,,,,,,21.35099983,,,,,,
BBBY UW Equity,Bed Bath & Beyond Inc,,"Newark, New Jersey",40.735657,-74.1723667,48.97,12103887104,US0758961009,Consumer Services,General Retailers,US,,,,,,,,,,,2.460999966,,,,,
CAH UN Equity,Cardinal Health Inc,,"Newark, New Jersey",40.735657,-74.1723667,83.76,1.12E+11,US14149Y1082,Consumer Services,Food & Drug Retailers,US,,,53.10480118,0.548900008,11.87909985,,,,29,219,7.835999966,4837,39,50,1082,
EW UN Equity,Edwards Lifesciences Corp,,"Newton, Massachusetts",42.33,-71.209,105.25,2493700096,US28176E1082,Health Care,Health Care Equipment & Services,US,,,133.4539032,0.855400026,,,,,46.00500107,,52.7820015,310,0.735000014,1.986999989,,
ZTS UN Equity,Zoetis Inc,Yahoo! ,"Norcross, GA",33.941,-84.213,47.19,4765000064,US98978V1035,Health Care,Pharmaceuticals & Biotechnology,US,,,,,,,,,,,1520,,,,,
LM UN Equity,Legg Mason Inc,,"Norfolk, Virginia",36.8418147,-76.1917815,31.33,2743638976,US5249011058,Financials,Financial Services,US,,,,,,,,,3.960999966,4.410999775,5358.75,,,,,
LYB UN Equity,LyondellBasell Industries NV,,"North Chicago, Illinois",41.86898915,-87.64856246,84.39,32735000064,NL0009434992,Basic Materials,Chemicals,NL,,,3223.118896,37.27420044,2028.152954,,,,,,520,147000,,1700,92500,
HRL UN Equity,Hormel Foods Corp,,"North Kansas City, Missouri",39.0844687,-94.5630298,42.19,9161462016,US4404521001,Consumer Goods,Food Producers,US,,7244,2374.881104,15.77890015,325.5599976,,29,,,599,,22125,27,147,3033,29
T UN Equity,AT&T Inc,AT&T,"Northfield Township, Illinois",42.0908679,-87.76370691,38.59,1.47E+11,US00206R1023,Telecommunications,Fixed Line Telecommunications,US,,,87.0605011,0.85710001,1277.492065,,69.70999908,,49.73899841,8183.339844,52.68999863,11530.90039,43.81000137,113.5199966,169200,69.70999908
COG UN Equity,Cabot Oil & Gas Corp,,"Northfield, Illinois",42.09975,-87.7808967,23.27,1436888992,US1270971039,Oil & Gas,Oil & Gas Producers,US,,,,,,,,,,,1339.442017,,,,,
TDC UN Equity,Teradata Corp,T. Rowe Price Group,"Northfield, Illinois",42.09975,-87.7808967,25.18,2530000000,US88076W1036,Technology,Software & Computer Services,US,,,,,,,,,,20.07799911,40.50999832,,,,,
ALLE UN Equity,Allegion PLC,,"Norwalk, Connecticut",41.1177,-73.408,63.97,2068099968,IE00BFRT3W74,Industrials,Electronic & Electrical Equipment,IE,,,,,,,,,,,,,,,,
VMC UN Equity,Vulcan Materials Co,VF Corporation ,"Norwalk, Connecticut",41.1177,-73.408,105.85,3422180992,US9291601097,Industrials,Construction & Materials,US,,,,,,,,,,,7761,,,,,
HES UN Equity,Hess Corp,,"Norwood, Massachusetts",42.194543,-71.1994976,52.9,6636000000,US42809H1077,Oil & Gas,Oil & Gas Producers,US,,6000,953.487915,17.63059998,890.6380005,,,,14900,640,,10237.59961,76.2460022,189.3000031,9562.780273,
DG UN Equity,Dollar General Corp,,"Oak Brook, Illinois",41.8328085,-87.9289504,83.72,20368562176,US2566771059,Consumer Services,General Retailers,US,,,,,,,,,,,178,,,,,
LB UN Equity,L Brands Inc,,"Oakland, California",37.79866305,-122.2631715,84.15,12154039040,US5017971046,Consumer Services,General Retailers,US,,,,,,,,,,353.3770142,,,,,,
CHK UN Equity,Chesapeake Energy Corp,,"Oklahoma City, Oklahoma",35.4729886,-97.5170536,3.61,12028000000,US1651671075,Oil & Gas,Oil & Gas Producers,US,,,,,,,,,,,,,,,,
IR UN Equity,Ingersoll-Rand PLC,,"Oklahoma City, Oklahoma",35.4729886,-97.5170536,59.6,13300699904,IE00B6330302,Industrials,Industrial Engineering,IE,,605.6660156,311.1673889,2.432600021,71.85970306,,7.153999805,,,243.2519989,56000,4011.383057,23.25200081,31.36000061,926.3720093,7.153999805
RTN UN Equity,Raytheon Co,,"Oklahoma City, Oklahoma",35.4729886,-97.5170536,126.57,23247000064,US7551115071,Industrials,Aerospace & Defense,US,1904.150024,,,0.670400023,51.6875,42.56818972,4.282999992,0.552099872,,,7232.879883,,13.24300003,15.30200005,1179.819946,4.282999992
ED UN Equity,Consolidated Edison Inc,,"Omaha, Nebraska",41.2587317,-95.9378732,75.97,12554000128,US2091151041,Utilities,Electricity,US,,,27146.42969,4.138899803,1236.020752,,5.010000229,,39358.19922,1193.349976,218.4360046,335367,46.1072998,51.13180161,15269.7998,5.010000229
